ID,Año,Campeonato,Equipo,Ganados,Perdidos,Empatados,Puntos,Partidos Jugados,GF,GC,DIF,Logo
1611,1988/89,Campeonato 1988/89,River Plate,24,10,17,89,51,78,41,37,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
1612,1988/89,Campeonato 1988/89,Rosario Central,10,12,18,48,40,53,60,-7,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
1613,1988/89,Campeonato 1988/89,San Lorenzo,20,13,13,73,46,70,48,22,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
1614,1988/89,Campeonato 1988/89,San Martin (T),12,16,10,46,38,38,50,-12,https://logodetimes.com/times/san-martin-de-tucuman/logo-san-martin-de-tucuman-256.png
1615,1988/89,Campeonato 1988/89,Talleres (C),18,12,14,68,44,54,49,5,https://logodetimes.com/times/talleres/logo-talleres-256.png
1616,1988/89,Campeonato 1988/89,Velez,8,14,18,42,40,38,58,-20,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
1617,1989/90,Campeonato 1989/90,Argentinos,13,13,12,51,38,42,40,2,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
1618,1989/90,Campeonato 1989/90,Boca Juniors,14,6,22,64,42,53,37,16,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
1619,1989/90,Campeonato 1989/90,Chaco For Ever,11,16,12,45,39,45,56,-11,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Chaco_For_Ever-ARG.png/120px-Chaco_For_Ever-ARG.png
1620,1989/90,Campeonato 1989/90,Dep Mandiyu (C),11,13,14,47,38,39,40,-1,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1621,1989/90,Campeonato 1989/90,Dep. Español,12,20,8,44,40,40,55,-15,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1622,1989/90,Campeonato 1989/90,Estudiantes (LP),7,11,20,41,38,34,39,-5,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
1623,1989/90,Campeonato 1989/90,Ferro,11,10,17,50,38,24,20,4,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Escudo_del_Club_Ferro_Carril_Oeste.svg/120px-Escudo_del_Club_Ferro_Carril_Oeste.svg.png
1624,1989/90,Campeonato 1989/90,Gimnasia (LP),12,11,15,51,38,34,31,3,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
1625,1989/90,Campeonato 1989/90,Independiente,17,10,15,66,42,58,40,18,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
1626,1989/90,Campeonato 1989/90,Instituto,8,20,10,34,38,31,56,-25,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Escudo_Instituto_Atletico_Central_Cordoba.svg/120px-Escudo_Instituto_Atletico_Central_Cordoba.svg.png
1627,1989/90,Campeonato 1989/90,Newells,12,11,15,51,38,41,42,-1,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
1628,1989/90,Campeonato 1989/90,Platense,13,15,10,49,38,35,39,-4,https://logodetimes.com/times/club-atletico-platense/club-atletico-platense-256.png
1629,1989/90,Campeonato 1989/90,Racing (C),11,18,10,43,39,32,53,-21,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Escudo_del_Club_Racing_de_C%C3%B3rdoba.svg/150px-Escudo_del_Club_Racing_de_C%C3%B3rdoba.svg.png
1630,1989/90,Campeonato 1989/90,Racing Club,11,10,17,50,38,34,34,0,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
1631,1989/90,Campeonato 1989/90,River Plate,20,5,13,73,38,48,20,28,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
1632,1989/90,Campeonato 1989/90,Rosario Central,16,9,15,63,40,47,39,8,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
1633,1989/90,Campeonato 1989/90,San Lorenzo,10,13,15,45,38,44,50,-6,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
1634,1989/90,Campeonato 1989/90,Talleres (C),12,12,14,50,38,45,46,-1,https://logodetimes.com/times/talleres/logo-talleres-256.png
1635,1989/90,Campeonato 1989/90,Union,10,12,16,46,38,40,43,-3,https://logodetimes.com/times/union-santa-fe/logo-union-santa-fe-256.png
1636,1989/90,Campeonato 1989/90,Velez,14,10,14,56,38,46,32,14,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
1637,1990/91,Campeonato 1990/91,Argentinos,9,5,5,32,19,25,17,8,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
1638,1990/91,Campeonato 1990/91,Boca Juniors,6,6,7,25,19,18,16,2,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
1639,1990/91,Campeonato 1990/91,Chaco For Ever,6,9,4,22,19,19,28,-9,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Chaco_For_Ever-ARG.png/120px-Chaco_For_Ever-ARG.png
1640,1990/91,Campeonato 1990/91,Dep Mandiyu (C),4,8,7,19,19,17,21,-4,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1641,1990/91,Campeonato 1990/91,Dep. Español,4,9,6,18,19,18,24,-6,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1642,1990/91,Campeonato 1990/91,Estudiantes (LP),6,5,8,26,19,17,17,0,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
1643,1990/91,Campeonato 1990/91,Ferro,7,3,9,30,19,19,16,3,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Escudo_del_Club_Ferro_Carril_Oeste.svg/120px-Escudo_del_Club_Ferro_Carril_Oeste.svg.png
1644,1990/91,Campeonato 1990/91,Gimnasia (LP),2,5,12,18,19,15,20,-5,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
1645,1990/91,Campeonato 1990/91,Huracan,5,5,9,24,19,20,19,1,https://logodetimes.com/times/huracan/logo-huracan-256.png
1646,1990/91,Campeonato 1990/91,Independiente,6,7,6,24,19,21,22,-1,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
1647,1990/91,Campeonato 1990/91,Lanus,3,11,5,14,19,11,27,-16,https://logodetimes.com/times/lanus/logo-lanus-256.png
1648,1990/91,Campeonato 1990/91,Newells,11,2,6,39,19,30,13,17,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
1649,1990/91,Campeonato 1990/91,Platense,5,8,6,21,19,16,22,-6,https://logodetimes.com/times/club-atletico-platense/club-atletico-platense-256.png
1650,1990/91,Campeonato 1990/91,Racing Club,2,4,13,19,19,19,21,-2,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
1651,1990/91,Campeonato 1990/91,River Plate,11,4,4,37,19,29,13,16,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
1652,1990/91,Campeonato 1990/91,Rosario Central,9,5,5,32,19,26,21,5,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
1653,1990/91,Campeonato 1990/91,San Lorenzo,5,4,10,25,19,16,17,-1,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
1654,1990/91,Campeonato 1990/91,Talleres (C),7,8,4,25,19,23,27,-4,https://logodetimes.com/times/talleres/logo-talleres-256.png
1655,1990/91,Campeonato 1990/91,Union,4,9,6,18,19,21,28,-7,https://logodetimes.com/times/union-santa-fe/logo-union-santa-fe-256.png
1656,1990/91,Campeonato 1990/91,Velez,8,3,8,32,19,27,18,9,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
1657,1991,Torneo Apertura 1991,Argentinos,4,4,11,23,19,18,18,0,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
1658,1991,Torneo Clausura 1991,Argentinos,4,10,7,19,21,20,32,-12,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
1659,1991,Torneo Apertura 1991,Belgrano,3,5,11,20,19,15,17,-2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg/120px-Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg.png
1660,1991,Torneo Apertura 1991,Boca Juniors,7,2,10,31,19,22,15,7,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
1661,1991,Torneo Clausura 1991,Boca Juniors,15,4,8,53,27,36,11,25,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
1662,1991,Torneo Clausura 1991,Chaco For Ever,1,8,10,13,19,15,26,-11,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Chaco_For_Ever-ARG.png/120px-Chaco_For_Ever-ARG.png
1663,1991,Torneo Apertura 1991,Dep Mandiyu (C),7,6,6,27,19,22,20,2,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1664,1991,Torneo Clausura 1991,Dep Mandiyu (C),8,6,7,31,21,20,17,3,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1665,1991,Torneo Apertura 1991,Dep. Español,6,7,6,24,19,23,25,-2,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1666,1991,Torneo Clausura 1991,Dep. Español,4,9,6,18,19,22,25,-3,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1667,1991,Torneo Apertura 1991,Estudiantes (LP),4,7,8,20,19,14,21,-7,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
1668,1991,Torneo Clausura 1991,Estudiantes (LP),6,6,7,25,19,18,15,3,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
1669,1991,Torneo Apertura 1991,Ferro,6,6,7,25,19,16,16,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Escudo_del_Club_Ferro_Carril_Oeste.svg/120px-Escudo_del_Club_Ferro_Carril_Oeste.svg.png
1670,1991,Torneo Clausura 1991,Ferro,2,6,11,17,19,15,20,-5,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Escudo_del_Club_Ferro_Carril_Oeste.svg/120px-Escudo_del_Club_Ferro_Carril_Oeste.svg.png
1671,1991,Torneo Apertura 1991,Gimnasia (LP),7,5,7,28,19,16,17,-1,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
1672,1991,Torneo Clausura 1991,Gimnasia (LP),4,6,9,21,19,16,22,-6,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
1673,1991,Torneo Apertura 1991,Huracan,5,5,9,24,19,18,21,-3,https://logodetimes.com/times/huracan/logo-huracan-256.png
1674,1991,Torneo Clausura 1991,Huracan,7,5,7,28,19,16,16,0,https://logodetimes.com/times/huracan/logo-huracan-256.png
1675,1991,Torneo Apertura 1991,Independiente,6,6,7,25,19,20,21,-1,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
1676,1991,Torneo Clausura 1991,Independiente,6,4,11,29,21,24,18,6,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
1677,1991,Torneo Clausura 1991,Lanus,5,5,9,24,19,15,15,0,https://logodetimes.com/times/lanus/logo-lanus-256.png
1678,1991,Torneo Apertura 1991,Newells,3,7,9,18,19,14,16,-2,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
1679,1991,Torneo Clausura 1991,Newells,7,6,8,29,21,22,15,7,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
1680,1991,Torneo Apertura 1991,Platense,5,4,10,25,19,16,14,2,https://logodetimes.com/times/club-atletico-platense/club-atletico-platense-256.png
1681,1991,Torneo Clausura 1991,Platense,4,5,10,22,19,10,16,-6,https://logodetimes.com/times/club-atletico-platense/club-atletico-platense-256.png
1682,1991,Torneo Apertura 1991,Quilmes,1,10,8,11,19,9,25,-16,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Escudo_QAC_Lotto_2012_-_2016.png/120px-Escudo_QAC_Lotto_2012_-_2016.png
1683,1991,Torneo Apertura 1991,Racing Club,4,4,11,23,19,14,13,1,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
1684,1991,Torneo Clausura 1991,Racing Club,10,6,7,37,23,29,27,2,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
1685,1991,Torneo Apertura 1991,River Plate,13,2,4,43,19,32,11,21,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
1686,1991,Torneo Clausura 1991,River Plate,6,4,13,31,23,23,19,4,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
1687,1991,Torneo Apertura 1991,Rosario Central,4,6,9,21,19,17,21,-4,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
1688,1991,Torneo Clausura 1991,Rosario Central,4,7,8,20,19,15,23,-8,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
1689,1991,Torneo Apertura 1991,San Lorenzo,4,1,14,26,19,20,14,6,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
1690,1991,Torneo Clausura 1991,San Lorenzo,14,3,8,50,25,34,20,14,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
1691,1991,Torneo Apertura 1991,Talleres (C),7,6,6,27,19,19,21,-2,https://logodetimes.com/times/talleres/logo-talleres-256.png
1692,1991,Torneo Clausura 1991,Talleres (C),4,12,3,15,19,24,34,-10,https://logodetimes.com/times/talleres/logo-talleres-256.png
1693,1991,Torneo Apertura 1991,Union,3,8,8,17,19,13,21,-8,https://logodetimes.com/times/union-santa-fe/logo-union-santa-fe-256.png
1694,1991,Torneo Clausura 1991,Union,3,4,12,21,19,21,26,-5,https://logodetimes.com/times/union-santa-fe/logo-union-santa-fe-256.png
1695,1991,Torneo Apertura 1991,Velez,8,6,5,29,19,27,18,9,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
1696,1991,Torneo Clausura 1991,Velez,8,6,7,31,21,29,27,2,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
1697,1992,Torneo Apertura 1992,Argentinos,3,8,8,17,19,17,25,-8,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
1698,1992,Torneo Clausura 1992,Argentinos,5,8,6,21,19,16,19,-3,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
1699,1992,Torneo Apertura 1992,Belgrano,7,6,6,27,19,22,22,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg/120px-Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg.png
1700,1992,Torneo Clausura 1992,Belgrano,6,7,6,24,19,18,18,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg/120px-Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg.png
1701,1992,Torneo Apertura 1992,Boca Juniors,10,2,7,37,19,24,11,13,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
1702,1992,Torneo Clausura 1992,Boca Juniors,11,4,6,39,21,22,12,10,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
1703,1992,Torneo Apertura 1992,Dep Mandiyu (C),5,6,8,23,19,21,24,-3,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1704,1992,Torneo Clausura 1992,Dep Mandiyu (C),3,9,7,16,19,16,30,-14,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1705,1992,Torneo Apertura 1992,Dep. Español,7,7,5,26,19,19,18,1,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1706,1992,Torneo Clausura 1992,Dep. Español,10,1,10,40,21,26,12,14,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1707,1992,Torneo Apertura 1992,Estudiantes (LP),7,6,6,27,19,21,14,7,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
1708,1992,Torneo Clausura 1992,Estudiantes (LP),2,8,9,15,19,14,26,-12,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
1709,1992,Torneo Apertura 1992,Ferro,6,3,10,28,19,16,9,7,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Escudo_del_Club_Ferro_Carril_Oeste.svg/120px-Escudo_del_Club_Ferro_Carril_Oeste.svg.png
1710,1992,Torneo Clausura 1992,Ferro,5,6,8,23,19,13,14,-1,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Escudo_del_Club_Ferro_Carril_Oeste.svg/120px-Escudo_del_Club_Ferro_Carril_Oeste.svg.png
1711,1992,Torneo Apertura 1992,Gimnasia (LP),4,8,7,19,19,19,27,-8,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
1712,1992,Torneo Clausura 1992,Gimnasia (LP),8,6,8,32,22,27,23,4,https://logodetimes.com/times/gimnasia-la-plata/logo-gimnasia-la-plata-256.png
1713,1992,Torneo Apertura 1992,Huracan,9,6,4,31,19,26,22,4,https://logodetimes.com/times/huracan/logo-huracan-256.png
1714,1992,Torneo Clausura 1992,Huracan,5,6,9,24,20,18,20,-2,https://logodetimes.com/times/huracan/logo-huracan-256.png
1715,1992,Torneo Apertura 1992,Independiente,5,7,7,22,19,15,22,-7,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
1716,1992,Torneo Clausura 1992,Independiente,4,6,9,21,19,16,16,0,https://logodetimes.com/times/club-atletico-independiente/club-atletico-independiente-256.png
1717,1992,Torneo Apertura 1992,Lanus,8,7,4,28,19,22,22,0,https://logodetimes.com/times/lanus/logo-lanus-256.png
1718,1992,Torneo Apertura 1992,Newells,3,12,4,13,19,12,31,-19,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
1719,1992,Torneo Clausura 1992,Newells,12,3,8,44,23,30,12,18,https://logodetimes.com/times/newells-old-boys/logo-newells-old-boys-256.png
1720,1992,Torneo Apertura 1992,Platense,3,8,8,17,19,16,21,-5,https://logodetimes.com/times/club-atletico-platense/club-atletico-platense-256.png
1721,1992,Torneo Clausura 1992,Platense,8,6,6,30,20,23,17,6,https://logodetimes.com/times/club-atletico-platense/club-atletico-platense-256.png
1722,1992,Torneo Clausura 1992,Quilmes,4,12,3,15,19,14,32,-18,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Escudo_QAC_Lotto_2012_-_2016.png/120px-Escudo_QAC_Lotto_2012_-_2016.png
1723,1992,Torneo Apertura 1992,Racing Club,4,8,7,19,19,14,20,-6,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
1724,1992,Torneo Clausura 1992,Racing Club,5,4,11,26,20,12,10,2,https://logodetimes.com/times/racing-club-de-avellaneda/racing-club-de-avellaneda-256.png
1725,1992,Torneo Apertura 1992,River Plate,10,4,5,35,19,28,13,15,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
1726,1992,Torneo Clausura 1992,River Plate,10,3,9,39,22,35,24,11,https://logodetimes.com/times/river-plate/logo-river-plate-5.png
1727,1992,Torneo Apertura 1992,Rosario Central,7,8,4,25,19,19,29,-10,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
1728,1992,Torneo Clausura 1992,Rosario Central,8,10,1,25,19,19,24,-5,https://logodetimes.com/times/rosario-central/logo-rosario-central-256.png
1729,1992,Torneo Apertura 1992,San Lorenzo,9,5,5,32,19,28,19,9,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
1730,1992,Torneo Clausura 1992,San Lorenzo,3,11,6,15,20,11,27,-16,https://logodetimes.com/times/san-lorenzo/logo-san-lorenzo-256.png
1731,1992,Torneo Apertura 1992,San Martin (T),6,5,8,26,19,18,14,4,https://logodetimes.com/times/san-martin-de-tucuman/logo-san-martin-de-tucuman-256.png
1732,1992,Torneo Apertura 1992,Talleres (C),6,5,8,26,19,18,20,-2,https://logodetimes.com/times/talleres/logo-talleres-256.png
1733,1992,Torneo Clausura 1992,Talleres (C),4,6,9,21,19,14,17,-3,https://logodetimes.com/times/talleres/logo-talleres-256.png
1734,1992,Torneo Clausura 1992,Union,2,8,9,15,19,11,18,-7,https://logodetimes.com/times/union-santa-fe/logo-union-santa-fe-256.png
1735,1992,Torneo Apertura 1992,Velez,8,6,5,29,19,23,15,8,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
1736,1992,Torneo Clausura 1992,Velez,12,3,8,44,23,34,18,16,https://logodetimes.com/times/velez-sarsfield/logo-velez-sarsfield-256.png
1737,1993,Torneo Apertura 1993,Argentinos,4,5,10,22,19,23,20,3,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
1738,1993,Torneo Clausura 1993,Argentinos,3,3,13,22,19,12,12,0,https://logodetimes.com/times/argentinos-juniors/logo-argentinos-juniors-256.png
1739,1993,Torneo Apertura 1993,Banfield,6,5,8,26,19,20,17,3,https://logodetimes.com/times/banfield/logo-banfield-256.png
1740,1993,Torneo Apertura 1993,Belgrano,4,7,8,20,19,18,30,-12,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg/120px-Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg.png
1741,1993,Torneo Clausura 1993,Belgrano,4,5,10,22,19,13,22,-9,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg/120px-Escudo_del_Club_Atl%C3%A9tico_Belgrano.svg.png
1742,1993,Torneo Apertura 1993,Boca Juniors,8,5,6,30,19,25,12,13,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
1743,1993,Torneo Clausura 1993,Boca Juniors,6,3,10,28,19,24,18,6,https://logodetimes.com/times/club-atletico-boca-juniors/club-atletico-boca-juniors-256.png
1744,1993,Torneo Apertura 1993,Dep Mandiyu (C),5,7,7,22,19,25,24,1,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1745,1993,Torneo Clausura 1993,Dep Mandiyu (C),5,5,9,24,19,19,22,-3,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1746,1993,Torneo Apertura 1993,Dep. Español,3,7,9,18,19,8,20,-12,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1747,1993,Torneo Clausura 1993,Dep. Español,9,6,4,31,19,24,18,6,https://i.postimg.cc/W4h5L0XM/pngwing-com.png
1748,1993,Torneo Apertura 1993,Estudiantes (LP),3,8,8,17,19,16,23,-7,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
1749,1993,Torneo Clausura 1993,Estudiantes (LP),5,6,8,23,19,23,20,3,https://logodetimes.com/times/estudiantes-de-la-plata/estudiantes-de-la-plata-256.png
1750,1993,Torneo Apertura 1993,Ferro,4,4,11,23,19,17,20,-3,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Escudo_del_Club_Ferro_Carril_Oeste.svg/120px-Escudo_del_Club_Ferro_Carril_Oeste.svg.png
1751,1993,Torneo Clausura 1993,Ferro,5,8,6,21,19,15,21,-6,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Escudo_del_Club_Ferro_Carril_Oeste.svg/120px-Escudo_del_Club_Ferro_Carril_Oeste.svg.png
